ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0000819,sister chromatid segregation,9/36,10/182,0.9,4.550000000000001,5.71844883306543,1.6385077170108793e-6,2.8047396802950934e-5,2.5262440961963402e-5,CDK1/TOP2A/BUB1/NUSAP1/RACGAP1/ZWINT/TTK/TPX2/ESPL1,9
GO:1903046,meiotic cell cycle process,9/36,10/182,0.9,4.550000000000001,5.71844883306543,1.6385077170108793e-6,2.8047396802950934e-5,2.5262440961963402e-5,TOP2A/PTTG1/CDC25C/ZWINT/TTK/CKS2/ESPL1/MND1/PKMYT1,9
GO:0010564,regulation of cell cycle process,12/36,17/182,0.7058823529411765,3.568627450980392,5.508048022781598,2.0104104136812748e-6,3.250163502118061e-5,2.9274397251850143e-5,CDK1/KIF20A/BUB1/NUSAP1/RACGAP1/CDC25C/ZWINT/TTK/TPX2/ESPL1/CLSPN/PKMYT1,12
GO:0007346,regulation of mitotic cell cycle,12/36,18/182,0.6666666666666666,3.3703703703703702,5.246197646528905,5.227356780160764e-6,8.006109594877802e-5,7.211145918338118e-5,CDK1/BUB1/NUSAP1/CDC25C/ZWINT/TTK/CKS1B/CKS2/GMNN/ESPL1/CLSPN/PKMYT1,12
GO:0051321,meiotic cell cycle,9/36,11/182,0.8181818181818182,4.136363636363637,5.314211161596798,7.741494754320311e-6,1.1263874867536053e-4,1.0145432599082935e-4,TOP2A/PTTG1/CDC25C/ZWINT/TTK/CKS2/ESPL1/MND1/PKMYT1,9
GO:0006974,DNA damage response,14/36,25/182,0.56,2.8311111111111114,4.881451581755892,1.291370617609515e-5,1.7894707129731852e-4,1.6117858836329287e-4,CDK1/TOP2A/MCM3/MCM5/PCNA/PTTG1/GINS2/CDCA5/UBE2T/CLSPN/CHAF1B/LIG1/POLD2/NUCKS1,14
GO:0051726,regulation of cell cycle,15/36,30/182,0.5,2.5277777777777777,4.534330083160262,3.6306486507882606e-5,4.802357988088108e-4,4.325509636585057e-4,CDK1/KIF20A/BUB1/NUSAP1/RACGAP1/CDC25C/ZWINT/TTK/CKS1B/CKS2/TPX2/GMNN/ESPL1/CLSPN/PKMYT1,15
GO:1901987,regulation of cell cycle phase transition,8/36,11/182,0.7272727272727273,3.676767676767677,4.535478125034304,1.2282639317215573e-4,0.0014892700172123882,0.0013413935043801216,CDK1/BUB1/CDC25C/ZWINT/TTK/ESPL1/CLSPN/PKMYT1,8
GO:1901990,regulation of mitotic cell cycle phase transition,8/36,11/182,0.7272727272727273,3.676767676767677,4.535478125034304,1.2282639317215573e-4,0.0014892700172123882,0.0013413935043801216,CDK1/BUB1/CDC25C/ZWINT/TTK/ESPL1/CLSPN/PKMYT1,8
GO:0022414,reproductive process,14/36,29/182,0.4827586206896552,2.440613026819923,4.190006831536489,1.2872003559436754e-4,0.0014983012143184383,0.0013495279521262113,CDK1/TOP2A/PCNA/PTTG1/RACGAP1/CDC25C/ZWINT/TTK/CKS2/ASF1B/ESPL1/MND1/PKMYT1/CCDC146,14
GO:0044772,mitotic cell cycle phase transition,9/36,14/182,0.6428571428571429,3.2500000000000004,4.339163403364281,1.780275555243721e-4,0.0019925391791381646,0.0017946907419258563,CDK1/BUB1/CDC25C/ZWINT/TTK/CKS2/ESPL1/CLSPN/PKMYT1,9
GO:0045786,negative regulation of cell cycle,8/36,12/182,0.6666666666666666,3.3703703703703702,4.207232203874865,3.1530756830374046e-4,0.003398314902829203,0.003060880487626954,CDK1/BUB1/ZWINT/TTK/GMNN/ESPL1/CLSPN/PKMYT1,8
GO:0044770,cell cycle phase transition,9/36,15/182,0.6,3.033333333333333,4.071084194605119,3.8147406094965106e-4,0.003964605419155302,0.0035709413976113954,CDK1/BUB1/CDC25C/ZWINT/TTK/CKS2/ESPL1/CLSPN/PKMYT1,9
GO:0006996,organelle organization,18/36,49/182,0.3673469387755102,1.8571428571428572,3.475678039013189,8.003384505965983e-4,0.008030982383572763,0.007233548972724247,CDK1/TOP2A/KIF20A/PCNA/BUB1/PTTG1/NUSAP1/RACGAP1/CDC25C/ZWINT/TTK/CDCA5/CKS2/TPX2/ESPL1/MND1/PKMYT1/CCDC146,18
GO:0000226,microtubule cytoskeleton organization,8/36,16/182,0.5,2.5277777777777777,3.168693594747549,0.004375569270111482,0.04244302192008137,0.03822865783360558,CDK1/KIF20A/NUSAP1/RACGAP1/TTK/TPX2/ESPL1/CCDC146,8
GO:0007276,gamete generation,6/36,10/182,0.6,3.033333333333333,3.27535566964311,0.00467648448873027,0.04252678081939089,0.03830409992413938,TOP2A/PTTG1/RACGAP1/TTK/ASF1B/CCDC146,6
GO:0045787,positive regulation of cell cycle,6/36,10/182,0.6,3.033333333333333,3.27535566964311,0.00467648448873027,0.04252678081939089,0.03830409992413938,CDK1/BUB1/NUSAP1/RACGAP1/CDC25C/ESPL1,6
