gene,logFC,QValue,KO_condition
GIPC3,-0.842712347550007,0.00277771723695956,KCTD5
SLC38A6,-0.841645715047823,0.00236852270008144,KCTD5
ZKSCAN2,-0.840325737768476,0.00212455980774904,KCTD5
CCDC154,-0.835364568669812,0.0306840740725466,KCTD5
DNAJC10,-0.834868467701373,0.00109634935044342,KCTD5
STON2,-0.833144564804285,0.00117475495148092,KCTD5
RNF130,-0.830904059791581,0.00163245634226454,KCTD5
PPCS,-0.830302458990929,0.0159116510550423,KCTD5
PKDREJ,-0.829922520484939,0.0362963534258091,KCTD5
RNF185,-0.829729596536701,0.00213600144188363,KCTD5
SH3BGR,-0.829714033204887,0.00239247727959911,KCTD5
MEF2B,-0.828237173051807,0.0159180266876967,KCTD5
CLIP1,-0.824754516845235,0.00122013916085454,KCTD5
MAPK10,-0.823966779389592,0.0452090833821075,KCTD5
PAQR8,-0.823328125440731,0.00359315824108616,KCTD5
OR8B8,-0.822590208115991,0.0190251818641574,KCTD5
EIF3C,-0.821663914934263,0.0276242042249313,KCTD5
TTC28,-0.819459713219172,0.00163390997964672,KCTD5
AGFG2,-0.818202509532642,0.00473858579337043,KCTD5
ZNF41,-0.816923320984195,0.00623582001534397,KCTD5
CC2D2A,-0.815798281104186,0.0128100504944297,KCTD5
TNFAIP2,-0.815493207874269,0.00151328350748676,KCTD5
SLCO1A2,-0.814303052652372,0.00629255810275875,KCTD5
ANPEP,-0.813850715633631,0.00885244900661593,KCTD5
RUFY3,-0.813468728731268,0.00223827479690697,KCTD5
AP1AR,-0.813009905681151,0.00832744087805523,KCTD5
NPEPL1,-0.811217717676918,0.0188844812775878,KCTD5
NMNAT1,-0.810103232651061,0.00844195051133009,KCTD5
TULP4,-0.8092133292509,0.00164017063874979,KCTD5
EYS,-0.808059172188287,0.0396495656038756,KCTD5
SLC26A2,-0.807180547148427,0.00290688870553181,KCTD5
ADGRB3,-0.805976317825055,0.00863084832506917,KCTD5
SMARCA1,-0.804508613623631,0.0331748242129265,KCTD5
CILK1,-0.802461120769329,0.00543372069048661,KCTD5
TMEM127,-0.802183438348624,0.00193729326456642,KCTD5
ORAI3,-0.800883081654339,0.00204805623868188,KCTD5
SAP30L,-0.800836036433855,0.00463210280537974,KCTD5
STXBP5L,-0.800135712889498,0.0194383299398537,KCTD5
EPAS1,-0.799926927001093,0.00177657232457813,KCTD5
SOCS2,-0.798970679454774,0.00209666060078726,KCTD5
FOXA2,-0.797264225108748,0.0479441472125548,KCTD5
SOGA1,-0.795755635161158,0.0021721623949801,KCTD5
TNRC18,-0.795326181386226,0.00234000316354839,KCTD5
ERN1,-0.794258799634732,0.00198081210288798,KCTD5
GALC,-0.793275409039491,0.00342042878255508,KCTD5
ENG,-0.789775609399727,0.0180524345253796,KCTD5
SRPK3,-0.789125152738301,0.0167357347870796,KCTD5
PSMB10,-0.787941214751167,0.00919823078040646,KCTD5
NUCB2,-0.787457081525615,0.00216464680129418,KCTD5
WDR81,-0.787008120307202,0.00353653069340397,KCTD5
PAX6,-0.785765220517674,0.00459350352724608,KCTD5
P2RX4,-0.785249016678885,0.00365564246630293,KCTD5
SLC6A9,-0.78355231816909,0.00256640684195789,KCTD5
ATXN3L,-0.780333973220403,0.00427864149302964,KCTD5
CYP3A5,-0.779985600129016,0.0154464493278732,KCTD5
ERAP2,-0.779337494726258,0.0176728959721774,KCTD5
ICOSLG,-0.777853295290189,0.0477249008763065,KCTD5
TPK1,-0.777393753265096,0.0279803160558214,KCTD5
RESF1,-0.775551634933807,0.0026142297353284,KCTD5
IKZF4,-0.772947807320227,0.00371171214054705,KCTD5
DMXL2,-0.77244605536677,0.00372910363508739,KCTD5
ORAI1,-0.772382539837261,0.00556484117636752,KCTD5
ASIC4,-0.76925539899133,0.00720838968891242,KCTD5
MNX1,-0.768363573687376,0.010945894392718,KCTD5
NOTCH1,-0.767873798730028,0.00292367918387981,KCTD5
RCSD1,-0.766069166272988,0.00294798169945816,KCTD5
POGLUT1,-0.762769957637798,0.00960291590346724,KCTD5
DCUN1D3,-0.760936332060582,0.00630581131049588,KCTD5
CHM,-0.753821197050074,0.0133496942849262,KCTD5
MBTPS1,-0.753429598000031,0.00362226719825495,KCTD5
ZFYVE26,-0.752767388277942,0.00573251156739137,KCTD5
MAGI1,-0.751268777610651,0.00441868001718431,KCTD5
SLC38A1,-0.751146089943067,0.00676716062415921,KCTD5
ITPK1,-0.750738627132278,0.0047984986036245,KCTD5
CD19,-0.749020722840069,0.0447875816303849,KCTD5
CHKA,-0.748635301863174,0.0062816987596923,KCTD5
NCKAP5L,-0.74839575196842,0.00544412290150847,KCTD5
LRRC56,-0.746880652340338,0.0165830307686471,KCTD5
NBPF14,-0.746724044060404,0.0441163468673876,KCTD5
KLHL29,-0.745040794613117,0.0238978813918784,KCTD5
CARD9,-0.743021050826805,0.00664475782620523,KCTD5
PDE3B,-0.742118411377628,0.00513831442773871,KCTD5
SERPIND1,-0.74166091614272,0.0489598729227912,KCTD5
POLR3B,-0.741360411853336,0.00750975357898303,KCTD5
PRG2,-0.740816177990287,0.00676716062415921,KCTD5
OMG,-0.740561326786623,0.0399233233480532,KCTD5
MOCS1,-0.739612871269068,0.00648234967474489,KCTD5
WASHC2C,-0.739132232047874,0.00707384423634856,KCTD5
IFI35,-0.738605729795599,0.030847894825289,KCTD5
ANXA3,-0.737958145718373,0.00633863468051722,KCTD5
FAM111A,-0.73472402197529,0.00565037855963346,KCTD5
TMEM251,-0.734425018722948,0.0431322874180916,KCTD5
LBX2,-0.733489728221778,0.036209506339605,KCTD5
CASD1,-0.733145529908613,0.0315957813900943,KCTD5
AAK1,-0.732725603755304,0.00510159334678193,KCTD5
CC2D1B,-0.73190538145615,0.00506274269533274,KCTD5
PLCG2,-0.731063999708615,0.00823185966519029,KCTD5
CLCN7,-0.730663090591519,0.0054649967760554,KCTD5
COL6A5,-0.729974448787239,0.0146406031749289,KCTD5
TIGD5,-0.729072686299685,0.0106579888670238,KCTD5
ZNF75A,-0.728651984205043,0.015884726633861,KCTD5
DNAH1,-0.727850001250632,0.0110738793333555,KCTD5
BRCC3,-0.727733657265083,0.0132164691525273,KCTD5
L3MBTL2,-0.727416866675188,0.00817201200563423,KCTD5
TRMO,-0.727203272181784,0.0375229665000551,KCTD5
ZNF480,-0.727024583407236,0.0146744179418492,KCTD5
PIK3CG,-0.726852989432124,0.00544412290150847,KCTD5
SLC38A10,-0.726301337948595,0.00522476974946652,KCTD5
NIBAN1,-0.726215355999836,0.0066300764562605,KCTD5
PRPSAP1,-0.725704915032453,0.00647655152630792,KCTD5
GRK3,-0.725247073697122,0.00722557597965625,KCTD5
NPB,-0.724783074861857,0.0212651264719101,KCTD5
ZACN,-0.72468471045721,0.00894645477717444,KCTD5
WNT2B,-0.724555996743183,0.0281531745426689,KCTD5
APH1B,-0.723063469794188,0.0145424193522448,KCTD5
MSRB1,-0.721761398027234,0.0109947005683781,KCTD5
S100A11,-0.720287794214246,0.00566790052838276,KCTD5
RELN,-0.718900248199297,0.00568726122580884,KCTD5
SASH1,-0.718835956192056,0.0253574259653857,KCTD5
KCNG1,-0.717554497439613,0.0133919159416427,KCTD5
ARHGEF11,-0.716525155560074,0.0062723378325404,KCTD5
ZNF623,-0.716408099867554,0.00821807418542642,KCTD5
SPI1,-0.715835954359439,0.00884875482148529,KCTD5
PIGQ,-0.714440469443877,0.00813657392252883,KCTD5
SLC12A9,-0.713012768507457,0.0144903871074186,KCTD5
RCN1,-0.712176373755604,0.021528401852261,KCTD5
PLEKHF1,-0.710815077817528,0.0141517335461665,KCTD5
C7orf26,-0.710193749564245,0.0117762009190405,KCTD5
DOLK,-0.709684681170283,0.033282850465477,KCTD5
ZCCHC14,-0.708784673372572,0.00764657438300116,KCTD5
MEGF8,-0.708690866990289,0.00666021203069593,KCTD5
TECPR2,-0.707382585690082,0.0306770674392201,KCTD5
PILRA,-0.707263487952349,0.0319296663655562,KCTD5
KCTD15,-0.70720516466318,0.00921774324402708,KCTD5
PVR,-0.705926676231027,0.00940194038819783,KCTD5
ZNF117,-0.705875844185939,0.00690314380523735,KCTD5
UTP3,-0.703663912922704,0.0190740686822124,KCTD5
DOCK8,-0.703515291854397,0.00919823078040646,KCTD5
NMU,-0.703057544188125,0.00704499427822309,KCTD5
DNAJC12,-0.702919203658589,0.010467114976397,KCTD5
PTPRC,-0.702695707806606,0.00705551952684927,KCTD5
SUMF1,-0.70192010191749,0.0401164539936144,KCTD5
AP4S1,-0.701237463385064,0.0317846135667075,KCTD5
CATSPER2,-0.699964616551044,0.0332106693737895,KCTD5
SSX3,-0.699420972629669,0.0202414045275492,KCTD5
FMNL1,-0.699409738084291,0.00770062960220747,KCTD5
ZNF655,-0.69915059245646,0.00744513640436353,KCTD5
MCOLN1,-0.697002133883335,0.0422631461166196,KCTD5
NBPF1,-0.696923810933482,0.00944042340859761,KCTD5
HTR1F,-0.696264281734263,0.0319460669153646,KCTD5
C6orf47,-0.696135261330764,0.0121831461631428,KCTD5
CREG1,-0.695661755364347,0.00935818738164232,KCTD5
GIPR,-0.695289771050837,0.0121831461631428,KCTD5
PLEKHA5,-0.695068250915701,0.0117337437602041,KCTD5
PLXNA1,-0.694720647523999,0.010074492093027,KCTD5
CSRNP2,-0.692940659294719,0.0146953478300896,KCTD5
KIF13A,-0.691077636407362,0.00821691468181613,KCTD5
ANKRD33B,-0.689277820618873,0.0126021893405602,KCTD5
CUX1,-0.686643116067412,0.00935818738164232,KCTD5
CARD6,-0.686215241744841,0.0445333826650973,KCTD5
CYREN,-0.685364514609678,0.0100307800940183,KCTD5
LIN28B,-0.68417678875833,0.00916901204101188,KCTD5
LGALS8,-0.683622880749093,0.00961381055072469,KCTD5
ISY1-RAB43,-0.683403623342424,0.0170601555927267,KCTD5
TPTE,-0.682409430763205,0.041438651075579,KCTD5
LTK,-0.680487697366599,0.0207532243496045,KCTD5
NEK1,-0.67984983914094,0.0127860207565399,KCTD5
MLXIPL,-0.67967013119962,0.0105219441997472,KCTD5
ZNF711,-0.67957061320478,0.0416456409958382,KCTD5
KIFC2,-0.67891894332327,0.0125752708765854,KCTD5
LRCH2,-0.678267624968222,0.023178425012283,KCTD5
ZNF44,-0.678012911150485,0.0348420855160906,KCTD5
TIGD2,-0.677274381568125,0.0227463214752669,KCTD5
ZNRF1,-0.676574954085507,0.0126311194561534,KCTD5
TMEM140,-0.67419837906876,0.0115608808022844,KCTD5
SPPL2A,-0.674147112715113,0.0109510677430311,KCTD5
CPEB3,-0.672102602896667,0.0309846634421345,KCTD5
SMPD3,-0.671199251003408,0.040193605976376,KCTD5
CYP4V2,-0.668371416870651,0.0233081026899673,KCTD5
SNTB2,-0.667490465303972,0.0124917462237252,KCTD5
SLC2A12,-0.666758920299297,0.0478893403434936,KCTD5
NPIPB5,-0.666591446876641,0.0262513458104628,KCTD5
NSMAF,-0.66606430850058,0.0124037964294177,KCTD5
EHBP1,-0.665423010799809,0.012480584008867,KCTD5
SMCR8,-0.665270085372525,0.012871280498787,KCTD5
BMI1,-0.665126271055578,0.0113840733819676,KCTD5
CFAP251,-0.664909187111476,0.0168813215561442,KCTD5
CDH4,-0.662248514483635,0.0498174900485899,KCTD5
SGCG,-0.658735177520032,0.028596326365033,KCTD5
MAGEA1,-0.657773364266799,0.0309660762181405,KCTD5
NEMP2,-0.656995613354922,0.0482945096219055,KCTD5
ATE1,-0.656758644295115,0.0218355958346943,KCTD5
TMX4,-0.655798158449374,0.0136773557028778,KCTD5
SFMBT1,-0.655412222600312,0.0388621137102546,KCTD5
STEAP1B,-0.654027861253639,0.0144903871074186,KCTD5
ADAMTS14,-0.653929957451665,0.0163170715873322,KCTD5
APOL4,-0.65263439771346,0.0265144891639546,KCTD5
STIM2,-0.648725252903609,0.0250539916740167,KCTD5
QTRT2,-0.647705080672356,0.0354762683372649,KCTD5
HOXB2,-0.647447007620736,0.0222665008224019,KCTD5
PDPK1,-0.64681710875092,0.0147409873467762,KCTD5
NQO2,-0.646791824547635,0.014982038529126,KCTD5
TRDMT1,-0.646785159956074,0.0301512809915364,KCTD5
OPHN1,-0.644351807835469,0.0377987965822571,KCTD5
USP40,-0.644254620972051,0.0233106205810439,KCTD5
KLHL42,-0.642617796029095,0.0216015200713668,KCTD5
TESK2,-0.6422612033538,0.0315957813900943,KCTD5
SDC3,-0.641382876189022,0.0180815507784316,KCTD5
PPP1R10,-0.640047351661365,0.0155833334191556,KCTD5
SYNE3,-0.639243423754774,0.0208444395655005,KCTD5
ALPK1,-0.63853129337109,0.0247552422064585,KCTD5
PACS2,-0.638061375920498,0.0227704758045502,KCTD5
PIK3R1,-0.636822931075758,0.028835429763539,KCTD5
IQSEC2,-0.635920075117222,0.0164963503788266,KCTD5
CTC1,-0.635900409958097,0.0248154290578449,KCTD5
CHST12,-0.633879810973303,0.025561583770947,KCTD5
PARP4,-0.633523348168629,0.0167729371127157,KCTD5
MGAT2,-0.633520826154594,0.0245787966976441,KCTD5
DOCK11,-0.63284929726324,0.0183597483179628,KCTD5
CLOCK,-0.632335086854044,0.0188521204544013,KCTD5
PHACTR1,-0.631495432190826,0.0209549966194565,KCTD5
RPAP2,-0.629712990938637,0.0254976910245482,KCTD5
ZNF43,-0.629353822948318,0.0336735268317812,KCTD5
NOL4L,-0.629231792543826,0.0190740686822124,KCTD5
MS4A3,-0.628997452582122,0.0188844812775878,KCTD5
SYK,-0.628956111350556,0.0192106907545999,KCTD5
ZNF33B,-0.628376285322504,0.0230792731426145,KCTD5
PLD1,-0.627999197580842,0.0179554418430965,KCTD5
BOLA1,-0.627129431744625,0.0417927668696733,KCTD5
LYZ,-0.626669168607975,0.0231254474297947,KCTD5
LCP1,-0.626357273608446,0.0283886393331424,KCTD5
ZNF26,-0.626004397507445,0.0317263172170335,KCTD5
PILRB,-0.625044827849303,0.0194070888750334,KCTD5
FBXW7,-0.624760901959537,0.0267006337877271,KCTD5
CRTC3,-0.62338674675379,0.0211134859626948,KCTD5
HLCS,-0.621610414859482,0.0198479397846938,KCTD5
H6PD,-0.620441278830394,0.0204726371477123,KCTD5
ZNF629,-0.620234223988104,0.0223517649872969,KCTD5
TBC1D8,-0.619756807433019,0.0481043083540233,KCTD5
AP4E1,-0.61960308778787,0.027400788465937,KCTD5
ZBED9,-0.61931177480573,0.0198207879639006,KCTD5
TBXA2R,-0.618051702922315,0.0357872093307723,KCTD5
POLR3C,-0.616372079101593,0.0278218673907005,KCTD5
OR8D1,-0.61532312905053,0.0364669317187726,KCTD5
UBXN10,-0.615281543569672,0.023460153121091,KCTD5
ZMAT3,-0.613868401718742,0.0247955230266148,KCTD5
CD53,-0.613568687085296,0.0214063357357386,KCTD5
DEUP1,-0.612095066924139,0.0397755216924541,KCTD5
NAPEPLD,-0.611842336038173,0.0439097755201084,KCTD5
PIGB,-0.610721499754886,0.0314784233695188,KCTD5
OBSL1,-0.610336972282512,0.0281135227517217,KCTD5
GTF2H1,-0.608773329356084,0.0253574259653857,KCTD5
USP6NL,-0.607673869804945,0.0227523487237088,KCTD5
RARA,-0.607522006287228,0.0307664046729854,KCTD5
CRADD,-0.60733294070064,0.0378293744838843,KCTD5
MECP2,-0.605538448747381,0.0232376597143135,KCTD5
SQSTM1,-0.60495305250407,0.0292158050161858,KCTD5
GEN1,-0.604793417604823,0.0271577805790718,KCTD5
POGK,-0.603407217210676,0.0245517764476418,KCTD5
SIPA1L1,-0.602790790929103,0.0279803160558214,KCTD5
AKNA,-0.60218628558766,0.0289083942216031,KCTD5
KATNIP,-0.600991115941979,0.0387230269816322,KCTD5
ARHGEF2,-0.600605150947298,0.033759104749983,KCTD5
ZNF512B,-0.600110772509287,0.0292279212287604,KCTD5
CALML4,-0.599879880404701,0.0451211839275702,KCTD5
F2RL3,-0.599458649140539,0.0382924291341474,KCTD5
CAMSAP2,-0.599442228881171,0.0387230269816322,KCTD5
TMEM175,-0.599142645719567,0.0439393119690875,KCTD5
LMO4,-0.59873166807499,0.0334078657734767,KCTD5
NFE2L1,-0.598717113969146,0.0301512809915364,KCTD5
PDE4DIP,-0.598701627703411,0.0277817854675791,KCTD5
LPCAT2,-0.59773012942773,0.0398031668837398,KCTD5
SNX25,-0.596319765259789,0.0455450448266542,KCTD5
ADM2,-0.595852031704412,0.0354088189299728,KCTD5
CENPP,-0.595687596377198,0.0389401605730612,KCTD5
ZNF789,-0.59193293477548,0.0388627177674954,KCTD5
CYP2R1,-0.590844221145326,0.0352379692690183,KCTD5
NT5C2,-0.590440599001515,0.0284971754612915,KCTD5
CLN3,-0.590278593941251,0.0364766885051797,KCTD5
PRR29,-0.588940096504567,0.0485488740501266,KCTD5
CEP85L,-0.588230442759451,0.0364669317187726,KCTD5
TGFBRAP1,-0.587734736706623,0.0367188269690248,KCTD5
ABHD3,-0.587577667695272,0.040335601447829,KCTD5
TTN,-0.586915695523238,0.0306701906607323,KCTD5
TATDN2,-0.586655101750595,0.0291162246866461,KCTD5
ZNF780A,-0.586407813307126,0.0426029347651421,KCTD5
ANKRD36C,-0.585348147326773,0.0364191457237647,KCTD5
ZBTB24,-0.584700513950009,0.0447289996995536,KCTD5
ARHGAP35,-0.584613004122198,0.030463101192963,KCTD5
XRCC2,-0.583686124862317,0.0319460669153646,KCTD5
MOB3A,-0.583334054564969,0.0370110914426559,KCTD5
TIMM9,-0.583115018675701,0.0424511778076666,KCTD5
NPIPB4,-0.582967749706042,0.043916294314672,KCTD5
ZNF124,-0.582068586527266,0.0350654439551435,KCTD5
CREBBP,-0.581726996962616,0.0308166265782112,KCTD5
UBLCP1,-0.580319775935304,0.0388828867170528,KCTD5
MAN2B2,-0.578408082154895,0.0349520290284672,KCTD5
ICAM2,-0.578084917610037,0.0458612016765503,KCTD5
REPS1,-0.577819374245261,0.0381285742532339,KCTD5
KIF24,-0.577290977785459,0.0486366475414673,KCTD5
DTX2,-0.576374522748976,0.0439342085526723,KCTD5
WDFY3,-0.576007824055997,0.0329315364715971,KCTD5
SYNRG,-0.575021649105946,0.0344513787748647,KCTD5
MEPCE,-0.574599670900264,0.0366819568885896,KCTD5
MRNIP,-0.574442378907656,0.0334078657734767,KCTD5
PHACTR4,-0.572115379973651,0.0337252352565318,KCTD5
KIAA0513,-0.570585568234741,0.0372123764340816,KCTD5
BTBD7,-0.570520163235233,0.0424511778076666,KCTD5
VAT1,-0.570307002513445,0.0451211839275702,KCTD5
MESD,-0.5691581409769,0.0447714259225982,KCTD5
FOXRED2,-0.567880059223665,0.037753502499037,KCTD5
PTPN7,-0.567364511828068,0.035447554784913,KCTD5
GALNT7,-0.566635926217371,0.0421873587821466,KCTD5
PSKH1,-0.5609774716316,0.0471267679906717,KCTD5
HOXB3,-0.559826095660669,0.0409918963142458,KCTD5
AGPAT2,-0.558372635199518,0.0472111739463537,KCTD5
IRF2BP2,-0.558177426688751,0.0437596659882682,KCTD5
CREB3L2,-0.557821652293962,0.0424511778076666,KCTD5
UBTF,-0.557722755131572,0.0390590806493132,KCTD5
ATP6V1H,-0.557690205533529,0.0455344817723285,KCTD5
SSH1,-0.557469881801203,0.0453682007676925,KCTD5
AP2A2,-0.556282603002551,0.0424511778076666,KCTD5
SLTM,-0.555126556814981,0.0459058150153319,KCTD5
GPSM3,-0.553435838014219,0.0494068239005398,KCTD5
EXOC7,-0.552097474526103,0.0427339579194945,KCTD5
ZFYVE16,-0.551727842187624,0.0436634056300111,KCTD5
ZNF518A,-0.550918789922671,0.0421873587821466,KCTD5
FMNL3,-0.54987021110123,0.0422631461166196,KCTD5
PYGB,-0.546823851221255,0.046736581218758,KCTD5
CFAP97,-0.545294111862327,0.0460921434011487,KCTD5
DENND4A,-0.538220560625938,0.0476492854086046,KCTD5
IGFBP4,0.519732208138889,0.0483465364078799,KCTD5
SEC24A,0.520080548357621,0.0482945096219055,KCTD5
IQSEC1,0.520094985135865,0.0498174900485899,KCTD5
GOLGA2,0.520876857276216,0.0492298632908887,KCTD5
SEC24D,0.52234656018876,0.0472909323373113,KCTD5
BRIX1,0.523188614277903,0.0495289336981783,KCTD5
TXN,0.524571897659399,0.0476926531036991,KCTD5
AK3,0.525830893718793,0.0466332631827091,KCTD5
ARV1,0.526614581076746,0.0483907608746828,KCTD5
EHD2,0.529079805929444,0.0448502314807164,KCTD5
GTPBP1,0.530218499936346,0.0436551081208891,KCTD5
PSMB5,0.530837424617983,0.0466364696791238,KCTD5
RCL1,0.531000114819243,0.0464441547259429,KCTD5
EIF4E,0.531103455755602,0.04534278621153,KCTD5
BZW2,0.533332736784552,0.0422631461166196,KCTD5
HDAC6,0.534276265356455,0.0421873587821466,KCTD5
TPD52L1,0.534311170528559,0.0459174216363996,KCTD5
MINK1,0.534520435798887,0.0439393119690875,KCTD5
JSRP1,0.535036650929516,0.0417927668696733,KCTD5
MCM4,0.535109967504769,0.0495594399216805,KCTD5
DEPDC1B,0.536574741836567,0.0494134707436065,KCTD5
ARL2,0.537536965277536,0.0494045997896197,KCTD5
APAF1,0.537549778451967,0.045183000274772,KCTD5
AFDN,0.537570295167814,0.0474007167124229,KCTD5
POLR2C,0.538872865466676,0.0427339579194945,KCTD5
CSNK2A1,0.539408918088413,0.0436634056300111,KCTD5
PDLIM1,0.539659956665747,0.0392264480584215,KCTD5
RALBP1,0.540432067971269,0.0390136747903303,KCTD5
DPM2,0.541044312001177,0.0427731856244088,KCTD5
FDXR,0.541623501399085,0.0389245270542909,KCTD5
KIF5A,0.542824790611586,0.0393715002995034,KCTD5
TNKS1BP1,0.543812656762524,0.0381285742532339,KCTD5
DLGAP5,0.544146330505924,0.0411105080858709,KCTD5
MTFR1,0.545257862943278,0.0458612016765503,KCTD5
SNRPC,0.54528607046746,0.0378804190463199,KCTD5
PSME4,0.545300526985767,0.0421873587821466,KCTD5
NDUFV1,0.545573559645623,0.0370110914426559,KCTD5
APEX2,0.5457385182562,0.0481365551240564,KCTD5
SDHB,0.546376436645656,0.0375405903093706,KCTD5
SNAPC3,0.547786956329305,0.039865613829472,KCTD5
JUN,0.54779136306865,0.0369141530562655,KCTD5
SGSM3,0.547834069910778,0.0424511778076666,KCTD5
PCGF5,0.549452992014464,0.0363337943947037,KCTD5
LAMTOR5,0.549805535752724,0.0424511778076666,KCTD5
ALAS2,0.550310945840387,0.0365827805528442,KCTD5
ABHD14B,0.550750197685482,0.036707871988465,KCTD5
CRY1,0.551264571618376,0.0413101790298844,KCTD5
ITGA5,0.552414460484065,0.0388900369542617,KCTD5
RPS21,0.552558369246757,0.041438651075579,KCTD5
ELL2,0.552796718335206,0.0424511778076666,KCTD5
GAB3,0.55341087180539,0.0370542837887754,KCTD5
KLHL17,0.553875549219247,0.047150020828621,KCTD5
PSMA2,0.553937505609183,0.0339814040047744,KCTD5
CBR4,0.555110472889964,0.0476322546094508,KCTD5
SLC18B1,0.555541734879673,0.0447714259225982,KCTD5
TP53INP2,0.556242961097848,0.0405451546799308,KCTD5
MRPS7,0.557780083305876,0.0424511778076666,KCTD5
B4GALT2,0.557943730928136,0.037753502499037,KCTD5
UNC45A,0.558646009143646,0.0337252352565318,KCTD5
SNRPA,0.5588342317697,0.0315853854176326,KCTD5
UQCRC1,0.558921011519052,0.0315630223392452,KCTD5
AKR7A2,0.559239260756473,0.0360534276101589,KCTD5
ATP5PO,0.55934826721913,0.0327862967947335,KCTD5
LTBP3,0.559917278327419,0.0426746973296288,KCTD5
POLD2,0.5601074074639,0.0311223209993547,KCTD5
EIF4E3,0.561505039888023,0.0456790168488084,KCTD5
DDIT4,0.563075930013664,0.0442848075820645,KCTD5
PDCD10,0.563594214710021,0.0399410611864335,KCTD5
SLC12A7,0.564068185425152,0.0388828867170528,KCTD5
ABCB10,0.565172731933764,0.0308811816916295,KCTD5
DCBLD2,0.56518652868729,0.0469306076525802,KCTD5
COG6,0.565244543607363,0.047307529554926,KCTD5
COX8A,0.565602832434796,0.0294157348139962,KCTD5
ZSWIM6,0.566491557733439,0.0481365551240564,KCTD5
TUBB6,0.566652290007777,0.028979844194011,KCTD5
CRKL,0.56674325205422,0.0470406450803375,KCTD5
VDAC1,0.567177412023557,0.0304448703087646,KCTD5
NDUFAB1,0.56795883570053,0.0381755728675861,KCTD5
C6orf136,0.569401830879232,0.0423089572698102,KCTD5
MRPL14,0.569448957814232,0.0385884469651183,KCTD5
DGUOK,0.569934830172762,0.0358701150672821,KCTD5
GBE1,0.570318006178312,0.0400049993138328,KCTD5
SKAP2,0.571108556983579,0.0378926068363815,KCTD5
ARF4,0.571191865100101,0.027400788465937,KCTD5
DXO,0.573156336407487,0.0386295397438415,KCTD5
GABRE,0.573353245736324,0.0290514948415036,KCTD5
SERF2,0.573405498684976,0.0286650434880105,KCTD5
RAB27A,0.573462031774706,0.0271580334548845,KCTD5
NUCB1,0.573645927663284,0.0287159357682427,KCTD5
AP2A1,0.573724588477869,0.0286650434880105,KCTD5
SEC23A,0.573955729628418,0.0310341436612262,KCTD5
HDAC5,0.574205178350588,0.027236465740031,KCTD5
MICB,0.574847551628465,0.0315957813900943,KCTD5
ACLY,0.575591228360604,0.0334078657734767,KCTD5
ACADS,0.57673059974126,0.0498174900485899,KCTD5
UQCR10,0.577067334436,0.0382255883281297,KCTD5
SUMO2,0.577262623440167,0.0269202741387891,KCTD5
WHRN,0.577484744913251,0.0354175417616981,KCTD5
ABCA7,0.577777130316935,0.0256641670289815,KCTD5
NDUFS7,0.578050050501949,0.0263457219186227,KCTD5
SLC25A23,0.578596873537407,0.026866720341587,KCTD5
ODC1,0.578608858215861,0.026077031651808,KCTD5
DNASE1L1,0.578764171447524,0.0378926068363815,KCTD5
PMPCA,0.578855003689567,0.0281531745426689,KCTD5
NDUFA7,0.579098792627718,0.036754286526244,KCTD5
